year;price

2005.2769668246444;17.06357724268379
2005.3094049499737;18.512519570130138
2005.3458978409687;20.029647418868095
2005.3702264349656;21.63200716922053

2005.403823064771;23.36099717340022
2005.4415903106897;24.28442394746351

2005.5324170616113;22.620697227948625

2005.6216219062665;23.438923483447752

2005.7108267509213;22.546313022903263

2005.783812532912;21.41283942221183
2005.8567983149026;20.47595264914034

2005.9257293312269;22.12067007181028

2005.9622222222222;23.96167914668331
2005.9914165350183;25.75723120736191
2006.0514270668773;26.81100744550473

2006.1462462024547;26.87966978862353

2006.1933438651922;24.23442123184968
2006.189289099526;26.439086420277846
2006.2087519747236;21.77519676393287

2006.219699842022;19.944415517253603
2006.2338915218536;17.62042566656514
2006.2741272734636;15.067839484879855
2006.2622748815165;13.620208417458329

2006.3676987888362;16.5335897817355

2006.4569036334913;16.229854277800214

2006.5461084781464;16.341430585368286

2006.6150394944707;15.358939210393956
2006.6636966824644;13.631572671006936

2006.7204634017903;12.145696519527633
2006.7772301211162;10.608681227079629

2006.82588730911;8.926771701887006
2006.886708794102;7.5138161773445376

2006.939420747762;6.085708314737289

2006.971858873091;4.483348564384855
2007.0124065297523;2.7105250108034227
2007.0813375460768;1.4955829950623212

2007.170542390732;1.3902053712480438

2007.2597472353868;0.8385225171614934

2007.348952080042;0.5347870132262358

2007.438156924697;0.4604028081808451

2007.5273617693522;0.4604028081808451

2007.6165666140073;0.4604028081808451

2007.7057714586624;0.423210705658164

2007.7949763033175;0.44800544067328474

2007.8563770405476;2.9443039409460283
2007.8463366684218;0.8695159359304228
2007.864718272775;5.58795400930866
2007.8728278041074;7.769890690639642
2007.8809373354395;9.9381902677123
2007.8890468667719;12.065578532010008
2007.8971563981042;14.220241004824345
2007.9052659294364;16.333992164863744

2007.9133754607687;18.44774332490313
2007.9499584576677;20.68877412468683
2007.9328383359662;21.96611622354935

2008.0382622432858;20.166018461451273

2008.1274670879409;21.88305386124867

2008.21261716693;23.15254429402306


2008.2815481832542;24.62729971167265



2008.3383149025801;26.15660354635554

2008.41738283307;27.59824028223494

2008.4234649815692;28.621023101608827

2008.4660400210637;25.944741390913805

2008.4923959978935;24.23442123184968
2008.5240231700893;23.179818502539703


2008.6140389678778;24.492699721590554



2008.678915218536;22.40250355981553
2008.7154081095312;20.592177969523732
2008.7478462348604;18.955725458525492

2008.7883938915218;17.393140595593152
2008.857324907846;16.00050297891032

2008.9303106898367;15.675514844962066

2008.9749131121641;13.875904122301804
2009.0154607688255;12.142855456140481

2009.08439178515;10.81220467699545

2009.1614323328067;11.634305109840682
2009.2181990521326;13.131545514868577

2009.287130068457;14.593401766801975

2009.376334913112;14.494222826741478

2009.4655397577671;13.688393938749925

2009.5547446024223;14.537613613017953

2009.6439494470774;14.277268895359143

2009.7331542917325;14.277268895359143

2009.8223591363874;13.781374195056642
2009.9115639810425;12.932154520788629

2010.0007688256976;13.006538725833991

2010.0899736703527;13.198697922201205

2010.1751237493418;13.36110343655028

2010.2533228014743;15.315105660992216

2010.301722544029;15.741535746530118

2010.390026329647;15.399230654793527
2010.4792311743022;14.847547800707005

2010.5684360189573;15.070700415843135

2010.6576408636124;15.54799906488428

2010.7468457082673;15.052104364581794

2010.8360505529224;14.921932005752382

2010.9252553975775;14.62439518557089

2011.0144602422326;15.169879355903632

2011.1036650868878;15.981906927648978

2011.1928699315429;17.320822618465712

2011.282074776198;17.333219985973273

